# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  616       2.806184843755e-10       3.369647796459e-12       3.143127294383e-12       0.000000000000e+00 
  617       2.794793870363e-10       3.410874982516e-12       3.040713459305e-12       0.000000000000e+00 
  618       2.783509669753e-10       3.451938968714e-12       2.933950893292e-12       0.000000000000e+00 
  619       2.772340329904e-10       3.492819721137e-12       2.822852002303e-12       0.000000000000e+00 
  620       2.761294026329e-10       3.533496976296e-12       2.707429717631e-12       0.000000000000e+00 
  621       2.750379022396e-10       3.573950240250e-12       2.587697498481e-12       0.000000000000e+00 
  622       2.739602817949e-10       3.614160355410e-12       2.463676853791e-12       0.000000000000e+00 
  623       2.728969572609e-10       3.654114243042e-12       2.335420095970e-12       0.000000000000e+00 
  624       2.718482622753e-10       3.693800270122e-12       2.202988125273e-12       0.000000000000e+00 
  625       2.708145327817e-10       3.733206691322e-12       2.066442963703e-12       0.000000000000e+00 
  626       2.697961070358e-10       3.772321648616e-12       1.925847759917e-12       0.000000000000e+00 
  627       2.687933256112e-10       3.811133170887e-12       1.781266794130e-12       0.000000000000e+00 
  628       2.678065314059e-10       3.849629173535e-12       1.632765483028e-12       0.000000000000e+00 
  629       2.668360696478e-10       3.887797458083e-12       1.480410384670e-12       0.000000000000e+00 
  630       2.658822879013e-10       3.925625711787e-12       1.324269203393e-12       0.000000000000e+00 
  631       2.649455360732e-10       3.963101507243e-12       1.164410794723e-12       0.000000000000e+00 
  632       2.640261664186e-10       4.000212301992e-12       1.000905170281e-12       0.000000000000e+00 
  633       2.631245335473e-10       4.036945438130e-12       8.338235026851e-13       0.000000000000e+00 
  634       2.622409944295e-10       4.073288141916e-12       6.632381304621e-13       0.000000000000e+00 
  635       2.613759084023e-10       4.109227523376e-12       4.892225629519e-13       0.000000000000e+00 
  636       2.605296371752e-10       4.144750575913e-12       3.118514852140e-13       0.000000000000e+00 
  637       2.597025448369e-10       4.179844175917e-12       1.312007629350e-13       0.000000000000e+00 
  638       2.588949978609e-10       4.214495082366e-12      -5.265255266579e-14       0.000000000000e+00 
  639       2.581073651114e-10       4.248689936439e-12      -2.396302199290e-13       0.000000000000e+00 
  640       2.573400178501e-10       4.282415261122e-12      -4.296528018491e-13       0.000000000000e+00 
  641       2.565933297415e-10       4.315657460814e-12      -6.226396611675e-13       0.000000000000e+00 
  642       2.558676768593e-10       4.348402820937e-12      -8.185089554660e-13       0.000000000000e+00 
  643       2.551634376927e-10       4.380637507540e-12      -1.017177632261e-12       0.000000000000e+00 
  644       2.544809931521e-10       4.412347566911e-12      -1.218561424094e-12       0.000000000000e+00 
  645       2.538207265753e-10       4.443518925181e-12      -1.422574843630e-12       0.000000000000e+00 
  646       2.531830237336e-10       4.474137387933e-12      -1.629131178747e-12       0.000000000000e+00 
  647       2.525682728380e-10       4.504188639807e-12      -1.838142487630e-12       0.000000000000e+00 
  648       2.519768645451e-10       4.533658244113e-12      -2.049519593865e-12       0.000000000000e+00 
  649       2.514091919631e-10       4.562531642432e-12      -2.263172081533e-12       0.000000000000e+00 
  650       2.508656506582e-10       4.590794154229e-12      -2.479008290302e-12       0.000000000000e+00 
  651       2.503466386604e-10       4.618430976457e-12      -2.696935310522e-12       0.000000000000e+00 
  652       2.498525564696e-10       4.645427183164e-12      -2.916858978316e-12       0.000000000000e+00 
  653       2.493838070617e-10       4.671767725104e-12      -3.138683870676e-12       0.000000000000e+00 
  654       2.489407958949e-10       4.697437429342e-12      -3.362313300556e-12       0.000000000000e+00 
  655       2.485239309153e-10       4.722420998862e-12      -3.587649311964e-12       0.000000000000e+00 
  656       2.481336225636e-10       4.746703012174e-12      -3.814592675057e-12       0.000000000000e+00 
  657       2.477702837805e-10       4.770267922923e-12      -4.043042881231e-12       0.000000000000e+00 
  658       2.474343300133e-10       4.793100059493e-12      -4.272898138220e-12       0.000000000000e+00 
  659       2.471261792217e-10       4.815183624620e-12      -4.504055365185e-12       0.000000000000e+00 
  660       2.468462518840e-10       4.836502694995e-12      -4.736410187809e-12       0.000000000000e+00 
  661       2.465948874821e-10       4.857043533791e-12      -4.969860618140e-12       0.000000000000e+00 
  662       2.463720919229e-10       4.876801585015e-12      -5.204318193126e-12       0.000000000000e+00 
  663       2.461777845590e-10       4.895774632618e-12      -5.439697072002e-12       0.000000000000e+00 
  664       2.460118811889e-10       4.913960501785e-12      -5.675910369887e-12       0.000000000000e+00 
  665       2.458742940399e-10       4.931357059172e-12      -5.912870153890e-12       0.000000000000e+00 
  666       2.457649317514e-10       4.947962213152e-12      -6.150487439218e-12       0.000000000000e+00 
  667       2.456836993579e-10       4.963773914056e-12      -6.388672185272e-12       0.000000000000e+00 
  668       2.456304982726e-10       4.978790154414e-12      -6.627333291758e-12       0.000000000000e+00 
  669       2.456052262700e-10       4.993008969196e-12      -6.866378594787e-12       0.000000000000e+00 
  670       2.456077774695e-10       5.006428436056e-12      -7.105714862978e-12       0.000000000000e+00 
  671       2.456380423184e-10       5.019046675572e-12      -7.345247793567e-12       0.000000000000e+00 
  672       2.456959075751e-10       5.030861851489e-12      -7.584882008506e-12       0.000000000000e+00 
  673       2.457812562922e-10       5.041872170959e-12      -7.824521050568e-12       0.000000000000e+00 
  674       2.458939677997e-10       5.052075884784e-12      -8.064067379453e-12       0.000000000000e+00 
  675       2.460339176885e-10       5.061471287658e-12      -8.303422367889e-12       0.000000000000e+00 
  676       2.462009777929e-10       5.070056718410e-12      -8.542486297738e-12       0.000000000000e+00 
  677       2.463950161744e-10       5.077830560240e-12      -8.781158356098e-12       0.000000000000e+00 
  678       2.466158971045e-10       5.084791240970e-12      -9.019336631410e-12       0.000000000000e+00 
  679       2.468634810480e-10       5.090937233276e-12      -9.256918109559e-12       0.000000000000e+00 
  680       2.471376246463e-10       5.096267054938e-12      -9.493798669977e-12       0.000000000000e+00 
  681       2.474381807002e-10       5.100779269077e-12      -9.729873081750e-12       0.000000000000e+00 
  682       2.477649981536e-10       5.104472484397e-12      -9.965034999723e-12       0.000000000000e+00 
  683       2.481179220761e-10       5.107345355429e-12      -1.019917696060e-11       0.000000000000e+00 
  684       2.484967936465e-10       5.109396582771e-12      -1.043219037904e-11       0.000000000000e+00 
  685       2.489014501360e-10       5.110624913331e-12      -1.066396554379e-11       0.000000000000e+00 
  686       2.493317248914e-10       5.111029140568e-12      -1.089439161376e-11       0.000000000000e+00 
  687       2.497874473179e-10       5.110608104733e-12      -1.112335661412e-11       0.000000000000e+00 
  688       2.502684428626e-10       5.109360693113e-12      -1.135074743244e-11       0.000000000000e+00 
  689       2.507745329978e-10       5.107285840269e-12      -1.157644981478e-11       0.000000000000e+00 
  690       2.513055352037e-10       5.104382528282e-12      -1.180034836176e-11       0.000000000000e+00 
  691       2.518612629520e-10       5.100649786994e-12      -1.202232652471e-11       0.000000000000e+00 
  692       2.524415256890e-10       5.096086694246e-12      -1.224226660176e-11       0.000000000000e+00 
  693       2.530461288184e-10       5.090692376125e-12      -1.246004973392e-11       0.000000000000e+00 
  694       2.536748736850e-10       5.084466007200e-12      -1.267555590123e-11       0.000000000000e+00 
  695       2.543275575576e-10       5.077406810771e-12      -1.288866391881e-11       0.000000000000e+00 
  696       2.550039736121e-10       5.069514059105e-12      -1.309925143302e-11       0.000000000000e+00 
  697       2.557039109148e-10       5.060787073678e-12      -1.330719491750e-11       0.000000000000e+00 
  698       2.564271544056e-10       5.051225225421e-12      -1.351236966934e-11       0.000000000000e+00 
  699       2.571734848812e-10       5.040827934957e-12      -1.371464980514e-11       0.000000000000e+00 
  700       2.579426471011e-10       5.029596279011e-12      -1.391392063520e-11       0.000000000000e+00 
  701       2.587342534125e-10       5.017537845861e-12      -1.411011607687e-11       0.000000000000e+00 
  702       2.595478780846e-10       5.004661981503e-12      -1.430318201280e-11       0.000000000000e+00 
  703       2.603830889796e-10       4.990978193284e-12      -1.449306398262e-11       0.000000000000e+00 
  704       2.612394475274e-10       4.976496150532e-12      -1.467970718203e-11       0.000000000000e+00 
  705       2.621165087014e-10       4.961225685192e-12      -1.486305646198e-11       0.000000000000e+00 
  706       2.630138209938e-10       4.945176792462e-12      -1.504305632776e-11       0.000000000000e+00 
  707       2.639309263909e-10       4.928359631424e-12      -1.521965093812e-11       0.000000000000e+00 
  708       2.648673603486e-10       4.910784525685e-12      -1.539278410447e-11       0.000000000000e+00 
  709       2.658226517677e-10       4.892461964004e-12      -1.556239928992e-11       0.000000000000e+00 
  710       2.667963229692e-10       4.873402600930e-12      -1.572843960848e-11       0.000000000000e+00 
  711       2.677878896698e-10       4.853617257439e-12      -1.589084782416e-11       0.000000000000e+00 
  712       2.687968609572e-10       4.833116921565e-12      -1.604956635012e-11       0.000000000000e+00 
  713       2.698227392655e-10       4.811912749034e-12      -1.620453724777e-11       0.000000000000e+00 
  714       2.708650203507e-10       4.790016063902e-12      -1.635570222594e-11       0.000000000000e+00 
  715       2.719231932657e-10       4.767438359189e-12      -1.650300263996e-11       0.000000000000e+00 
  716       2.729967403362e-10       4.744191297509e-12      -1.664637949086e-11       0.000000000000e+00 
  717       2.740851371357e-10       4.720286711710e-12      -1.678577342443e-11       0.000000000000e+00 
  718       2.751878524609e-10       4.695736605507e-12      -1.692112473040e-11       0.000000000000e+00 
  719       2.763043483073e-10       4.670553154115e-12      -1.705237334155e-11       0.000000000000e+00 
  720       2.774340798443e-10       4.644748704884e-12      -1.717945883286e-11       0.000000000000e+00 
  721       2.785764953909e-10       4.618335777935e-12      -1.730232042060e-11       0.000000000000e+00 
  722       2.797310363906e-10       4.591327066794e-12      -1.742089696150e-11       0.000000000000e+00 
  723       2.808971373872e-10       4.563735439026e-12      -1.753512695187e-11       0.000000000000e+00 
  724       2.820742260002e-10       4.535573936868e-12      -1.764494852673e-11       0.000000000000e+00 
  725       2.832617228998e-10       4.506855777869e-12      -1.775029945893e-11       0.000000000000e+00 
  726       2.844590417824e-10       4.477594355517e-12      -1.785111715831e-11       0.000000000000e+00 
  727       2.856655893465e-10       4.447803239880e-12      -1.794733867079e-11       0.000000000000e+00 
  728       2.868807652671e-10       4.417496178237e-12      -1.803890067754e-11       0.000000000000e+00 
  729       2.881039621719e-10       4.386687095715e-12      -1.812573949408e-11       0.000000000000e+00 
  730       2.893345656165e-10       4.355390095919e-12      -1.820779106944e-11       0.000000000000e+00 
  731       2.905719540594e-10       4.323619461572e-12      -1.828499098526e-11       0.000000000000e+00 
  732       2.918154988377e-10       4.291389655148e-12      -1.835727445494e-11       0.000000000000e+00 
  733       2.930645641425e-10       4.258715319504e-12      -1.842457632279e-11       0.000000000000e+00 
  734       2.943185069942e-10       4.225611278516e-12      -1.848683106310e-11       0.000000000000e+00 
  735       2.955766772179e-10       4.192092537716e-12      -1.854397277933e-11       0.000000000000e+00 
  736       2.968384174185e-10       4.158174284922e-12      -1.859593520323e-11       0.000000000000e+00 
  737       2.981030629566e-10       4.123871890878e-12      -1.864265169395e-11       0.000000000000e+00 
  738       2.993699419234e-10       4.089200909882e-12      -1.868405523718e-11       0.000000000000e+00 
  739       3.006384095480e-10       4.054176933254e-12      -1.872009180619e-11       0.000000000000e+00 
  740       3.019079522126e-10       4.018815145259e-12      -1.875076073598e-11       0.000000000000e+00 
  741       3.031780854412e-10       3.983130759675e-12      -1.877607514429e-11       0.000000000000e+00 
  742       3.044483196374e-10       3.947139166770e-12      -1.879604864391e-11       0.000000000000e+00 
  743       3.057181600668e-10       3.910855933904e-12      -1.881069534475e-11       0.000000000000e+00 
  744       3.069871068403e-10       3.874296806137e-12      -1.882002985592e-11       0.000000000000e+00 
  745       3.082546548966e-10       3.837477706822e-12      -1.882406728778e-11       0.000000000000e+00 
  746       3.095202939858e-10       3.800414738217e-12      -1.882282325399e-11       0.000000000000e+00 
  747       3.107835086517e-10       3.763124182080e-12      -1.881631387361e-11       0.000000000000e+00 
  748       3.120437782150e-10       3.725622500273e-12      -1.880455577312e-11       0.000000000000e+00 
  749       3.133005767564e-10       3.687926335367e-12      -1.878756608852e-11       0.000000000000e+00 
  750       3.145533730991e-10       3.650052511242e-12      -1.876536246735e-11       0.000000000000e+00 
  751       3.158016307921e-10       3.612018033689e-12      -1.873796307080e-11       0.000000000000e+00 
  752       3.170448080930e-10       3.573840091014e-12      -1.870538657576e-11       0.000000000000e+00 
  753       3.182823579509e-10       3.535536054637e-12      -1.866765217684e-11       0.000000000000e+00 
  754       3.195137279894e-10       3.497123479699e-12      -1.862477958851e-11       0.000000000000e+00 
  755       3.207383604894e-10       3.458620105659e-12      -1.857678904710e-11       0.000000000000e+00 
  756       3.219556923723e-10       3.420043856902e-12      -1.852370131287e-11       0.000000000000e+00 
  757       3.231651551827e-10       3.381412843335e-12      -1.846553767212e-11       0.000000000000e+00 
  758       3.243661750713e-10       3.342745360994e-12      -1.840231993918e-11       0.000000000000e+00 
  759       3.255581727780e-10       3.304059892645e-12      -1.833407045856e-11       0.000000000000e+00 
  760       3.267405636148e-10       3.265375108386e-12      -1.826081210693e-11       0.000000000000e+00 
  761       3.279127574485e-10       3.226709866248e-12      -1.818256829522e-11       0.000000000000e+00 
  762       3.290741586840e-10       3.188083212800e-12      -1.809936297071e-11       0.000000000000e+00 
  763       3.302241662469e-10       3.149514383748e-12      -1.801122061904e-11       0.000000000000e+00 
  764       3.313621735669e-10       3.111022804541e-12      -1.791816626630e-11       0.000000000000e+00 
  765       3.324875685599e-10       3.072628090969e-12      -1.782022548110e-11       0.000000000000e+00 
  766       3.335997336119e-10       3.034350049770e-12      -1.771742437662e-11       0.000000000000e+00 
  767       3.346980455612e-10       2.996208679229e-12      -1.760978961268e-11       0.000000000000e+00 
  768       3.357818756817e-10       2.958224169778e-12      -1.749734839780e-11       0.000000000000e+00 
  769       3.368505896657e-10       2.920416904606e-12      -1.738012849125e-11       0.000000000000e+00 
  770       3.379035476069e-10       2.882807460254e-12      -1.725815820514e-11       0.000000000000e+00 
  771       3.389401039832e-10       2.845416607220e-12      -1.713146640646e-11       0.000000000000e+00 
  772       3.399596076399e-10       2.808265310562e-12      -1.700008251917e-11       0.000000000000e+00 
  773       3.409614017724e-10       2.771374730497e-12      -1.686403652623e-11       0.000000000000e+00 
  774       3.419448239090e-10       2.734766223009e-12      -1.672335897167e-11       0.000000000000e+00 
  775       3.429092058943e-10       2.698461340445e-12      -1.657808096268e-11       0.000000000000e+00 
  776       3.438538738717e-10       2.662481832122e-12      -1.642823417165e-11       0.000000000000e+00 
  777       3.447781482664e-10       2.626849644926e-12      -1.627385083822e-11       0.000000000000e+00 
  778       3.456814187109e-10       2.591585056255e-12      -1.611497002165e-11       0.000000000000e+00 
  779       3.465633703962e-10       2.556701033228e-12      -1.595165648225e-11       0.000000000000e+00 
  780       3.474237619310e-10       2.522208768884e-12      -1.578398215809e-11       0.000000000000e+00 
  781       3.482623507825e-10       2.488119540499e-12      -1.561201995013e-11       0.000000000000e+00 
  782       3.490788932734e-10       2.454444709814e-12      -1.543584372549e-11       0.000000000000e+00 
  783       3.498731445803e-10       2.421195723265e-12      -1.525552832076e-11       0.000000000000e+00 
  784       3.506448587309e-10       2.388384112223e-12      -1.507114954533e-11       0.000000000000e+00 
  785       3.513937886024e-10       2.356021493219e-12      -1.488278418463e-11       0.000000000000e+00 
  786       3.521196859185e-10       2.324119568182e-12      -1.469051000350e-11       0.000000000000e+00 
  787       3.528223012479e-10       2.292690124666e-12      -1.449440574942e-11       0.000000000000e+00 
  788       3.535013840018e-10       2.261745036088e-12      -1.429455115588e-11       0.000000000000e+00 
  789       3.541566824312e-10       2.231296261956e-12      -1.409102694563e-11       0.000000000000e+00 
  790       3.547879436257e-10       2.201355848107e-12      -1.388391483399e-11       0.000000000000e+00 
  791       3.553949135102e-10       2.171935926931e-12      -1.367329753219e-11       0.000000000000e+00 
  792       3.559773368433e-10       2.143048717612e-12      -1.345925875061e-11       0.000000000000e+00 
  793       3.565349572150e-10       2.114706526355e-12      -1.324188320211e-11       0.000000000000e+00 
  794       3.570675170442e-10       2.086921746621e-12      -1.302125660535e-11       0.000000000000e+00 
  795       3.575747575768e-10       2.059706859359e-12      -1.279746568804e-11       0.000000000000e+00 
  796       3.580564188832e-10       2.033074433237e-12      -1.257059819031e-11       0.000000000000e+00 
  797       3.585122398563e-10       2.007037124877e-12      -1.234074286795e-11       0.000000000000e+00 
  798       3.589419582091e-10       1.981607679085e-12      -1.210798949572e-11       0.000000000000e+00 
  799       3.593453104725e-10       1.956798929086e-12      -1.187242887068e-11       0.000000000000e+00 
  800       3.597220319931e-10       1.932623796754e-12      -1.163415281547e-11       0.000000000000e+00 
  801       3.600718569311e-10       1.909095292845e-12      -1.139325418162e-11       0.000000000000e+00 
  802       3.603945182576e-10       1.886226517231e-12      -1.114982685283e-11       0.000000000000e+00 
  803       3.606897477532e-10       1.864030659132e-12      -1.090396574830e-11       0.000000000000e+00 
  804       3.609572760048e-10       1.842520997346e-12      -1.065576682600e-11       0.000000000000e+00 
  805       3.611968324040e-10       1.821710900485e-12      -1.040532708601e-11       0.000000000000e+00 
  806       3.614081451450e-10       1.801613827206e-12      -1.015274457376e-11       0.000000000000e+00 
  807       3.615909412216e-10       1.782243326441e-12      -9.898118383407e-12       0.000000000000e+00 
  808       3.617449464259e-10       1.763613037634e-12      -9.641548661067e-12       0.000000000000e+00 
  809       3.618698853453e-10       1.745736690972e-12      -9.383136608157e-12       0.000000000000e+00 
  810       3.619654813606e-10       1.728628107613e-12      -9.122984484681e-12       0.000000000000e+00 
  811       3.620314566441e-10       1.712301199926e-12      -8.861195612531e-12       0.000000000000e+00 
  812       3.620675321567e-10       1.696769971717e-12      -8.597874378792e-12       0.000000000000e+00 
  813       3.620734276460e-10       1.682048518467e-12      -8.333126239035e-12       0.000000000000e+00 
  814       3.620488616444e-10       1.668151027558e-12      -8.067057720626e-12       0.000000000000e+00 
  815       3.619935514661e-10       1.655091778511e-12      -7.799776426021e-12       0.000000000000e+00 
  816       3.619072132056e-10       1.642885143217e-12      -7.531391036069e-12       0.000000000000e+00 
  817       3.617896310530e-10       1.631543133826e-12      -7.262007025564e-12       0.000000000000e+00 
  818       3.616408666024e-10       1.621067997927e-12      -6.991713719342e-12       0.000000000000e+00 
  819       3.614610532779e-10       1.611459491567e-12      -6.720597011520e-12       0.000000000000e+00 
  820       3.612503273648e-10       1.602717319394e-12      -6.448743634821e-12       0.000000000000e+00 
  821       3.610088280193e-10       1.594841134454e-12      -6.176241163104e-12       0.000000000000e+00 
  822       3.607366972795e-10       1.587830537979e-12      -5.903178013893e-12       0.000000000000e+00 
  823       3.604340800749e-10       1.581685079183e-12      -5.629643450908e-12       0.000000000000e+00 
  824       3.601011242369e-10       1.576404255053e-12      -5.355727586600e-12       0.000000000000e+00 
  825       3.597379805091e-10       1.571987510139e-12      -5.081521384675e-12       0.000000000000e+00 
  826       3.593448025576e-10       1.568434236350e-12      -4.807116662629e-12       0.000000000000e+00 
  827       3.589217469807e-10       1.565743772741e-12      -4.532606094278e-12       0.000000000000e+00 
  828       3.584689733197e-10       1.563915405311e-12      -4.258083212287e-12       0.000000000000e+00 
  829       3.579866440689e-10       1.562948366791e-12      -3.983642410703e-12       0.000000000000e+00 
  830       3.574749246857e-10       1.562841836435e-12      -3.709378947483e-12       0.000000000000e+00 
  831       3.569339836009e-10       1.563594939819e-12      -3.435388947027e-12       0.000000000000e+00 
  832       3.563639922292e-10       1.565206748624e-12      -3.161769402709e-12       0.000000000000e+00 
  833       3.557651249788e-10       1.567676280435e-12      -2.888618179405e-12       0.000000000000e+00 
  834       3.551375592621e-10       1.571002498532e-12      -2.616034016024e-12       0.000000000000e+00 
  835       3.544814755059e-10       1.575184311677e-12      -2.344116528042e-12       0.000000000000e+00 
  836       3.537970571614e-10       1.580220573913e-12      -2.072966210029e-12       0.000000000000e+00 
  837       3.530844907144e-10       1.586110084354e-12      -1.802684438182e-12       0.000000000000e+00 
  838       3.523439656959e-10       1.592851586973e-12      -1.533373472853e-12       0.000000000000e+00 
  839       3.515756746918e-10       1.600443770399e-12      -1.265136461083e-12       0.000000000000e+00 
  840       3.507798133536e-10       1.608885267709e-12      -9.980774391307e-13       0.000000000000e+00 
  841       3.499565804080e-10       1.618174656217e-12      -7.323013350028e-13       0.000000000000e+00 
  842       3.491061776680e-10       1.628310457267e-12      -4.679139709858e-13       0.000000000000e+00 
  843       3.482288100422e-10       1.639291136028e-12      -2.050220661759e-13       0.000000000000e+00 
  844       3.473246855456e-10       1.651115101283e-12       5.626676098995e-14       0.000000000000e+00 
  845       3.463940153098e-10       1.663780705222e-12       3.158439902036e-13       0.000000000000e+00 
  846       3.454370135927e-10       1.677286243234e-12       5.736001967551e-13       0.000000000000e+00 
  847       3.444538977893e-10       1.691629953700e-12       8.294250490017e-13       0.000000000000e+00 
  848       3.434448884418e-10       1.706810017785e-12       1.083207305838e-12       0.000000000000e+00 
  849       3.424102092495e-10       1.722824559229e-12       1.334834814163e-12       0.000000000000e+00 
  850       3.413500870792e-10       1.739671644139e-12       1.584194506354e-12       0.000000000000e+00 
  851       3.402647519758e-10       1.757349280783e-12       1.831172397731e-12       0.000000000000e+00 
  852       3.391544371717e-10       1.775855419381e-12       2.075653584029e-12       0.000000000000e+00 
  853       3.380193790977e-10       1.795187951897e-12       2.317522238866e-12       0.000000000000e+00 
  854       3.368598173931e-10       1.815344711831e-12       2.556661611213e-12       0.000000000000e+00 
  855       3.356759949156e-10       1.836323474011e-12       2.792954022864e-12       0.000000000000e+00 
  856       3.344681829139e-10       1.858120419957e-12       3.026292796874e-12       0.000000000000e+00 
  857       3.332367569936e-10       1.880725505704e-12       3.256618270952e-12       0.000000000000e+00 
  858       3.319821224670e-10       1.904127014576e-12       3.483882393159e-12       0.000000000000e+00 
  859       3.307046893226e-10       1.928313083998e-12       3.708036846016e-12       0.000000000000e+00 
  860       3.294048722392e-10       1.953271705042e-12       3.929033045920e-12       0.000000000000e+00 
  861       3.280830906007e-10       1.978990721963e-12       4.146822142573e-12       0.000000000000e+00 
  862       3.267397685099e-10       2.005457831743e-12       4.361355018394e-12       0.000000000000e+00 
  863       3.253753348035e-10       2.032660583632e-12       4.572582287948e-12       0.000000000000e+00 
  864       3.239902230656e-10       2.060586378685e-12       4.780454297359e-12       0.000000000000e+00 
  865       3.225848716430e-10       2.089222469310e-12       4.984921123740e-12       0.000000000000e+00 
  866       3.211597236584e-10       2.118555958805e-12       5.185932574606e-12       0.000000000000e+00 
  867       3.197152270259e-10       2.148573800899e-12       5.383438187301e-12       0.000000000000e+00 
  868       3.182518344645e-10       2.179262799293e-12       5.577387228412e-12       0.000000000000e+00 
  869       3.167700035126e-10       2.210609607204e-12       5.767728693199e-12       0.000000000000e+00 
  870       3.152701965428e-10       2.242600726902e-12       5.954411305009e-12       0.000000000000e+00 
  871       3.137528807756e-10       2.275222509256e-12       6.137383514700e-12       0.000000000000e+00 
  872       3.122185282940e-10       2.308461153269e-12       6.316593500059e-12       0.000000000000e+00 
  873       3.106676160580e-10       2.342302705626e-12       6.491989165230e-12       0.000000000000e+00 
  874       3.091006259186e-10       2.376733060228e-12       6.663518140126e-12       0.000000000000e+00 
  875       3.075180446324e-10       2.411737957740e-12       6.831127779857e-12       0.000000000000e+00 
  876       3.059203638759e-10       2.447302985127e-12       6.994765164146e-12       0.000000000000e+00 
  877       3.043080802596e-10       2.483413575198e-12       7.154377096754e-12       0.000000000000e+00 
  878       3.026816953426e-10       2.520055006144e-12       7.309910104898e-12       0.000000000000e+00 
  879       3.010417156468e-10       2.557212401085e-12       7.461310438676e-12       0.000000000000e+00 
  880       2.993886526713e-10       2.594870727603e-12       7.608524070481e-12       0.000000000000e+00 
  881       2.977230229067e-10       2.633014797291e-12       7.751496694431e-12       0.000000000000e+00 
  882       2.960453478493e-10       2.671629265289e-12       7.890173725782e-12       0.000000000000e+00 
  883       2.943561540157e-10       2.710698629828e-12       8.024500300354e-12       0.000000000000e+00 
  884       2.926559729570e-10       2.750207231767e-12       8.154421273948e-12       0.000000000000e+00 
  885       2.909453412730e-10       2.790139254140e-12       8.279881221772e-12       0.000000000000e+00 
  886       2.892248006267e-10       2.830478721694e-12       8.400824437859e-12       0.000000000000e+00 
  887       2.874948977587e-10       2.871209500427e-12       8.517194934486e-12       0.000000000000e+00 
  888       2.857561845014e-10       2.912315297137e-12       8.628936441600e-12       0.000000000000e+00 
  889       2.840092177931e-10       2.953779658955e-12       8.735992406234e-12       0.000000000000e+00 
  890       2.822545596929e-10       2.995585972890e-12       8.838305991933e-12       0.000000000000e+00 
  891       2.804927773945e-10       3.037717465372e-12       8.935820078170e-12       0.000000000000e+00 
  892       2.787244432410e-10       3.080157201789e-12       9.028477259769e-12       0.000000000000e+00 
  893       2.769501347387e-10       3.122888086031e-12       9.116219846329e-12       0.000000000000e+00 
  894       2.751704345718e-10       3.165892860028e-12       9.198989861640e-12       0.000000000000e+00 
  895       2.733859023283e-10       3.209154414399e-12       9.276741335611e-12       0.000000000000e+00 
  896       2.715969891428e-10       3.252656726864e-12       9.349477400962e-12       0.000000000000e+00 
  897       2.698041216897e-10       3.296383938226e-12       9.417213800524e-12       0.000000000000e+00 
  898       2.680077303555e-10       3.340320042246e-12       9.479966650845e-12       0.000000000000e+00 
  899       2.662082492487e-10       3.384448885229e-12       9.537752443447e-12       0.000000000000e+00 
  900       2.644061162102e-10       3.428754165611e-12       9.590588046091e-12       0.000000000000e+00 
  901       2.626017728233e-10       3.473219433549e-12       9.638490704031e-12       0.000000000000e+00 
  902       2.607956644237e-10       3.517828090507e-12       9.681478041282e-12       0.000000000000e+00 
  903       2.589882401096e-10       3.562563388844e-12       9.719568061875e-12       0.000000000000e+00 
  904       2.571799527520e-10       3.607408431403e-12       9.752779151119e-12       0.000000000000e+00 
  905       2.553712590045e-10       3.652346171095e-12       9.781130076860e-12       0.000000000000e+00 
  906       2.535626193138e-10       3.697359410491e-12       9.804639990748e-12       0.000000000000e+00 
  907       2.517544979293e-10       3.742430801407e-12       9.823328429486e-12       0.000000000000e+00 
  908       2.499473629136e-10       3.787542844493e-12       9.837215316103e-12       0.000000000000e+00 
  909       2.481416861524e-10       3.832677888820e-12       9.846320961204e-12       0.000000000000e+00 
  910       2.463379433647e-10       3.877818131467e-12       9.850666064238e-12       0.000000000000e+00 
  911       2.445366141128e-10       3.922945617112e-12       9.850271714752e-12       0.000000000000e+00 
  912       2.427381818126e-10       3.968042237613e-12       9.845159393659e-12       0.000000000000e+00 
  913       2.409431337434e-10       4.013089731605e-12       9.835350974491e-12       0.000000000000e+00 
  914       2.391519610582e-10       4.058069684078e-12       9.820868724664e-12       0.000000000000e+00 
  915       2.373651587938e-10       4.102963525972e-12       9.801735306737e-12       0.000000000000e+00 
  916       2.355832258807e-10       4.147752533760e-12       9.777973779673e-12       0.000000000000e+00 
  917       2.338066651535e-10       4.192417829040e-12       9.749607600098e-12       0.000000000000e+00 
  918       2.320359833608e-10       4.236940378119e-12       9.716660623563e-12       0.000000000000e+00 
  919       2.302716911754e-10       4.281300991601e-12       9.679157105807e-12       0.000000000000e+00 
  920       2.285143032042e-10       4.325480323977e-12       9.637121704009e-12       0.000000000000e+00 
  921       2.267643379987e-10       4.369458873210e-12       9.590579478058e-12       0.000000000000e+00 
  922       2.250223180646e-10       4.413216980326e-12       9.539555891809e-12       0.000000000000e+00 
  923       2.232887698722e-10       4.456734828998e-12       9.484076814343e-12       0.000000000000e+00 
  924       2.215642238666e-10       4.499992445136e-12       9.424168521227e-12       0.000000000000e+00 
