# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1252       1.124617647592e-10       4.005114104106e-12       3.837941277758e-13       0.000000000000e+00 
 1253       1.119508690467e-10       4.028741461404e-12       2.946132606545e-13       0.000000000000e+00 
 1254       1.114485618952e-10       4.051941080114e-12       2.036591990011e-13       0.000000000000e+00 
 1255       1.109549178652e-10       4.074706069838e-12       1.109794521461e-13       0.000000000000e+00 
 1256       1.104700117658e-10       4.097029506995e-12       1.662186847021e-14       0.000000000000e+00 
 1257       1.099939186548e-10       4.118904434762e-12      -7.936536389884e-14       0.000000000000e+00 
 1258       1.095267138391e-10       4.140323863016e-12      -1.769337163884e-13       0.000000000000e+00 
 1259       1.090684728754e-10       4.161280768277e-12      -2.760343192836e-13       0.000000000000e+00 
 1260       1.086192715697e-10       4.181768093646e-12      -3.766179610302e-13       0.000000000000e+00 
 1261       1.081791859786e-10       4.201778748748e-12      -4.786350875365e-13       0.000000000000e+00 
 1262       1.077482924090e-10       4.221305609674e-12      -5.820358014768e-13       0.000000000000e+00 
 1263       1.073266674186e-10       4.240341518921e-12      -6.867698615930e-13       0.000000000000e+00 
 1264       1.069143878163e-10       4.258879285336e-12      -7.927866819982e-13       0.000000000000e+00 
 1265       1.065115306624e-10       4.276911684054e-12      -9.000353314782e-13       0.000000000000e+00 
 1266       1.061181732692e-10       4.294431456439e-12      -1.008464532795e-12       0.000000000000e+00 
 1267       1.057343932009e-10       4.311431310031e-12      -1.118022661989e-12       0.000000000000e+00 
 1268       1.053602682744e-10       4.327903918481e-12      -1.228657747681e-12       0.000000000000e+00 
 1269       1.049958765592e-10       4.343841921495e-12      -1.340317470376e-12       0.000000000000e+00 
 1270       1.046412963781e-10       4.359237924777e-12      -1.452949161765e-12       0.000000000000e+00 
 1271       1.042966063074e-10       4.374084499966e-12      -1.566499804028e-12       0.000000000000e+00 
 1272       1.039618851771e-10       4.388374184582e-12      -1.680916029134e-12       0.000000000000e+00 
 1273       1.036372120715e-10       4.402099481963e-12      -1.796144118148e-12       0.000000000000e+00 
 1274       1.033226663291e-10       4.415252861213e-12      -1.912130000532e-12       0.000000000000e+00 
 1275       1.030183275435e-10       4.427826757133e-12      -2.028819253446e-12       0.000000000000e+00 
 1276       1.027242755633e-10       4.439813570174e-12      -2.146157101049e-12       0.000000000000e+00 
 1277       1.024405904926e-10       4.451205666369e-12      -2.264088413809e-12       0.000000000000e+00 
 1278       1.021673526913e-10       4.461995377280e-12      -2.382557707797e-12       0.000000000000e+00 
 1279       1.019046427755e-10       4.472174999936e-12      -2.501509143994e-12       0.000000000000e+00 
 1280       1.016525416178e-10       4.481736796778e-12      -2.620886527593e-12       0.000000000000e+00 
 1281       1.014111303473e-10       4.490672995595e-12      -2.740633307302e-12       0.000000000000e+00 
 1282       1.011804903508e-10       4.498975789470e-12      -2.860692574646e-12       0.000000000000e+00 
 1283       1.009607032720e-10       4.506637336722e-12      -2.981007063268e-12       0.000000000000e+00 
 1284       1.007518510129e-10       4.513649760842e-12      -3.101519148234e-12       0.000000000000e+00 
 1285       1.005539884430e-10       4.520006894232e-12      -3.222173308302e-12       0.000000000000e+00 
 1286       1.003670611900e-10       4.525709531239e-12      -3.342923544791e-12       0.000000000000e+00 
 1287       1.001909869147e-10       4.530760234768e-12      -3.463726045734e-12       0.000000000000e+00 
 1288       1.000256825151e-10       4.535161597982e-12      -3.584536730047e-12       0.000000000000e+00 
 1289       9.987106412415e-11       4.538916244364e-12      -3.705311247011e-12       0.000000000000e+00 
 1290       9.972704710881e-11       4.542026827792e-12      -3.826004975759e-12       0.000000000000e+00 
 1291       9.959354606787e-11       4.544496032602e-12      -3.946573024747e-12       0.000000000000e+00 
 1292       9.947047483053e-11       4.546326573658e-12      -4.066970231246e-12       0.000000000000e+00 
 1293       9.935774645473e-11       4.547521196421e-12      -4.187151160817e-12       0.000000000000e+00 
 1294       9.925527322546e-11       4.548082677013e-12      -4.307070106793e-12       0.000000000000e+00 
 1295       9.916296665315e-11       4.548013822289e-12      -4.426681089764e-12       0.000000000000e+00 
 1296       9.908073747199e-11       4.547317469905e-12      -4.545937857055e-12       0.000000000000e+00 
 1297       9.900849563830e-11       4.545996488382e-12      -4.664793882207e-12       0.000000000000e+00 
 1298       9.894615032889e-11       4.544053777178e-12      -4.783202364462e-12       0.000000000000e+00 
 1299       9.889360993939e-11       4.541492266754e-12      -4.901116228241e-12       0.000000000000e+00 
 1300       9.885078208260e-11       4.538314918644e-12      -5.018488122627e-12       0.000000000000e+00 
 1301       9.881757358686e-11       4.534524725519e-12      -5.135270420846e-12       0.000000000000e+00 
 1302       9.879389049439e-11       4.530124711259e-12      -5.251415219750e-12       0.000000000000e+00 
 1303       9.877963805965e-11       4.525117931020e-12      -5.366874339295e-12       0.000000000000e+00 
 1304       9.877472074768e-11       4.519507471300e-12      -5.481599322026e-12       0.000000000000e+00 
 1305       9.877904223244e-11       4.513296450010e-12      -5.595541432555e-12       0.000000000000e+00 
 1306       9.879250539520e-11       4.506488016539e-12      -5.708651657045e-12       0.000000000000e+00 
 1307       9.881501232287e-11       4.499085351825e-12      -5.820880702692e-12       0.000000000000e+00 
 1308       9.884646430632e-11       4.491091668419e-12      -5.932178997204e-12       0.000000000000e+00 
 1309       9.888676183879e-11       4.482510210559e-12      -6.042496688283e-12       0.000000000000e+00 
 1310       9.893580461420e-11       4.473344254230e-12      -6.151783643107e-12       0.000000000000e+00 
 1311       9.899349152552e-11       4.463597107240e-12      -6.259989447814e-12       0.000000000000e+00 
 1312       9.905972066310e-11       4.453272109283e-12      -6.367063406977e-12       0.000000000000e+00 
 1313       9.913438931305e-11       4.442372632008e-12      -6.472954543091e-12       0.000000000000e+00 
 1314       9.921739395556e-11       4.430902079088e-12      -6.577611596053e-12       0.000000000000e+00 
 1315       9.930863026330e-11       4.418863886286e-12      -6.680983022643e-12       0.000000000000e+00 
 1316       9.940799309970e-11       4.406261521526e-12      -6.783016996004e-12       0.000000000000e+00 
 1317       9.951537651737e-11       4.393098484958e-12      -6.883661405127e-12       0.000000000000e+00 
 1318       9.963067375641e-11       4.379378309028e-12      -6.982863854329e-12       0.000000000000e+00 
 1319       9.975377724278e-11       4.365104558545e-12      -7.080571662736e-12       0.000000000000e+00 
 1320       9.988457858662e-11       4.350280830749e-12      -7.176731863765e-12       0.000000000000e+00 
 1321       1.000229685807e-10       4.334910755379e-12      -7.271291204603e-12       0.000000000000e+00 
 1322       1.001688371985e-10       4.318997994742e-12      -7.364196145691e-12       0.000000000000e+00 
 1323       1.003220735931e-10       4.302546243780e-12      -7.455392860205e-12       0.000000000000e+00 
 1324       1.004825565535e-10       4.285560166961e-12      -7.544833429359e-12       0.000000000000e+00 
 1325       1.006501257642e-10       4.268048220145e-12      -7.632494504225e-12       0.000000000000e+00 
 1326       1.008246102253e-10       4.250019860015e-12      -7.718358848974e-12       0.000000000000e+00 
 1327       1.010058377628e-10       4.231484610213e-12      -7.802409163650e-12       0.000000000000e+00 
 1328       1.011936350260e-10       4.212452061478e-12      -7.884628084079e-12       0.000000000000e+00 
 1329       1.013878274857e-10       4.192931871768e-12      -7.964998181771e-12       0.000000000000e+00 
 1330       1.015882394315e-10       4.172933766402e-12      -8.043501963830e-12       0.000000000000e+00 
 1331       1.017946939696e-10       4.152467538184e-12      -8.120121872853e-12       0.000000000000e+00 
 1332       1.020070130207e-10       4.131543047541e-12      -8.194840286841e-12       0.000000000000e+00 
 1333       1.022250173173e-10       4.110170222651e-12      -8.267639519103e-12       0.000000000000e+00 
 1334       1.024485264019e-10       4.088359059578e-12      -8.338501818156e-12       0.000000000000e+00 
 1335       1.026773586243e-10       4.066119622401e-12      -8.407409367638e-12       0.000000000000e+00 
 1336       1.029113311392e-10       4.043462043351e-12      -8.474344286208e-12       0.000000000000e+00 
 1337       1.031502599045e-10       4.020396522935e-12      -8.539288627453e-12       0.000000000000e+00 
 1338       1.033939596784e-10       3.996933330079e-12      -8.602224379795e-12       0.000000000000e+00 
 1339       1.036422440175e-10       3.973082802249e-12      -8.663133466390e-12       0.000000000000e+00 
 1340       1.038949252740e-10       3.948855345590e-12      -8.721997745041e-12       0.000000000000e+00 
 1341       1.041518145941e-10       3.924261435056e-12      -8.778799008100e-12       0.000000000000e+00 
 1342       1.044127219150e-10       3.899311614544e-12      -8.833518982371e-12       0.000000000000e+00 
 1343       1.046774559633e-10       3.874016497021e-12      -8.886139329018e-12       0.000000000000e+00 
 1344       1.049458242518e-10       3.848386764661e-12      -8.936641643469e-12       0.000000000000e+00 
 1345       1.052176330781e-10       3.822433168977e-12      -8.985007455324e-12       0.000000000000e+00 
 1346       1.054926875219e-10       3.796166530949e-12      -9.031218228256e-12       0.000000000000e+00 
 1347       1.057707914424e-10       3.769597741160e-12      -9.075255359918e-12       0.000000000000e+00 
 1348       1.060517474768e-10       3.742737759925e-12      -9.117100181849e-12       0.000000000000e+00 
 1349       1.063353570370e-10       3.715597617428e-12      -9.156733959379e-12       0.000000000000e+00 
 1350       1.066214203081e-10       3.688188413846e-12      -9.194137891533e-12       0.000000000000e+00 
 1351       1.069097362458e-10       3.660521319491e-12      -9.229293110939e-12       0.000000000000e+00 
 1352       1.072001025740e-10       3.632607574933e-12      -9.262180683729e-12       0.000000000000e+00 
 1353       1.074923157827e-10       3.604458491137e-12      -9.292781609449e-12       0.000000000000e+00 
 1354       1.077861711255e-10       3.576085449596e-12      -9.321076820960e-12       0.000000000000e+00 
 1355       1.080814626175e-10       3.547499902457e-12      -9.347047184346e-12       0.000000000000e+00 
 1356       1.083779830329e-10       3.518713372662e-12      -9.370673498819e-12       0.000000000000e+00 
 1357       1.086755239025e-10       3.489737454072e-12      -9.391936496621e-12       0.000000000000e+00 
 1358       1.089738755118e-10       3.460583811603e-12      -9.410816842935e-12       0.000000000000e+00 
 1359       1.092728268986e-10       3.431264181358e-12      -9.427295135785e-12       0.000000000000e+00 
 1360       1.095721658502e-10       3.401790370757e-12      -9.441351905945e-12       0.000000000000e+00 
 1361       1.098716789019e-10       3.372174258672e-12      -9.452967616841e-12       0.000000000000e+00 
 1362       1.101711513340e-10       3.342427795557e-12      -9.462122664458e-12       0.000000000000e+00 
 1363       1.104703783239e-10       3.312562685469e-12      -9.468803375168e-12       0.000000000000e+00 
 1364       1.107691985367e-10       3.282589428125e-12      -9.473020069803e-12       0.000000000000e+00 
 1365       1.110674608901e-10       3.252518266834e-12      -9.474789193191e-12       0.000000000000e+00 
 1366       1.113650134319e-10       3.222359505781e-12      -9.474127334107e-12       0.000000000000e+00 
 1367       1.116617033379e-10       3.192123510143e-12      -9.471051225564e-12       0.000000000000e+00 
 1368       1.119573769110e-10       3.161820706200e-12      -9.465577745108e-12       0.000000000000e+00 
 1369       1.122518795790e-10       3.131461581446e-12      -9.457723915110e-12       0.000000000000e+00 
 1370       1.125450558934e-10       3.101056684698e-12      -9.447506903055e-12       0.000000000000e+00 
 1371       1.128367495275e-10       3.070616626212e-12      -9.434944021839e-12       0.000000000000e+00 
 1372       1.131268032753e-10       3.040152077793e-12      -9.420052730061e-12       0.000000000000e+00 
 1373       1.134150590495e-10       3.009673772905e-12      -9.402850632310e-12       0.000000000000e+00 
 1374       1.137013578798e-10       2.979192506784e-12      -9.383355479464e-12       0.000000000000e+00 
 1375       1.139855399120e-10       2.948719136548e-12      -9.361585168979e-12       0.000000000000e+00 
 1376       1.142674444057e-10       2.918264581311e-12      -9.337557745182e-12       0.000000000000e+00 
 1377       1.145469097330e-10       2.887839822293e-12      -9.311291399563e-12       0.000000000000e+00 
 1378       1.148237733770e-10       2.857455902930e-12      -9.282804471067e-12       0.000000000000e+00 
 1379       1.150978719301e-10       2.827123928990e-12      -9.252115446389e-12       0.000000000000e+00 
 1380       1.153690410926e-10       2.796855068680e-12      -9.219242960263e-12       0.000000000000e+00 
 1381       1.156371156707e-10       2.766660552760e-12      -9.184205795756e-12       0.000000000000e+00 
 1382       1.159019295754e-10       2.736551674652e-12      -9.147022884561e-12       0.000000000000e+00 
 1383       1.161633158206e-10       2.706539790556e-12      -9.107713307288e-12       0.000000000000e+00 
 1384       1.164211065217e-10       2.676636319558e-12      -9.066296293758e-12       0.000000000000e+00 
 1385       1.166751328940e-10       2.646852743741e-12      -9.022791223293e-12       0.000000000000e+00 
 1386       1.169252252510e-10       2.617200608300e-12      -8.977217625010e-12       0.000000000000e+00 
 1387       1.171712130028e-10       2.587691521649e-12      -8.929595178114e-12       0.000000000000e+00 
 1388       1.174129246547e-10       2.558337155539e-12      -8.879943712189e-12       0.000000000000e+00 
 1389       1.176501878055e-10       2.529149245162e-12      -8.828283207491e-12       0.000000000000e+00 
 1390       1.178828291459e-10       2.500139589267e-12      -8.774633795241e-12       0.000000000000e+00 
 1391       1.181106744572e-10       2.471320050272e-12      -8.719015757915e-12       0.000000000000e+00 
 1392       1.183335486091e-10       2.442702554371e-12      -8.661449529540e-12       0.000000000000e+00 
 1393       1.185512755587e-10       2.414299091653e-12      -8.601955695984e-12       0.000000000000e+00 
 1394       1.187636783488e-10       2.386121716206e-12      -8.540554995246e-12       0.000000000000e+00 
 1395       1.189705791060e-10       2.358182546232e-12      -8.477268317756e-12       0.000000000000e+00 
 1396       1.191717990396e-10       2.330493764160e-12      -8.412116706660e-12       0.000000000000e+00 
 1397       1.193671584396e-10       2.303067616755e-12      -8.345121358114e-12       0.000000000000e+00 
 1398       1.195564766753e-10       2.275916415229e-12      -8.276303621580e-12       0.000000000000e+00 
 1399       1.197395721938e-10       2.249052535357e-12      -8.205685000113e-12       0.000000000000e+00 
 1400       1.199162625183e-10       2.222488417582e-12      -8.133287150658e-12       0.000000000000e+00 
 1401       1.200863642465e-10       2.196236567132e-12      -8.059131884340e-12       0.000000000000e+00 
 1402       1.202497158145e-10       2.170308292280e-12      -7.983243628389e-12       0.000000000000e+00 
 1403       1.204062460512e-10       2.144709904510e-12      -7.905656839424e-12       0.000000000000e+00 
 1404       1.205559063359e-10       2.119446478937e-12      -7.826408668077e-12       0.000000000000e+00 
 1405       1.206986478975e-10       2.094523112596e-12      -7.745536504817e-12       0.000000000000e+00 
 1406       1.208344218143e-10       2.069944924479e-12      -7.663077980396e-12       0.000000000000e+00 
 1407       1.209631790135e-10       2.045717055562e-12      -7.579070966290e-12       0.000000000000e+00 
 1408       1.210848702718e-10       2.021844668848e-12      -7.493553575140e-12       0.000000000000e+00 
 1409       1.211994462142e-10       1.998332949396e-12      -7.406564161197e-12       0.000000000000e+00 
 1410       1.213068573147e-10       1.975187104358e-12      -7.318141320763e-12       0.000000000000e+00 
 1411       1.214070538955e-10       1.952412363014e-12      -7.228323892635e-12       0.000000000000e+00 
 1412       1.214999861272e-10       1.930013976804e-12      -7.137150958545e-12       0.000000000000e+00 
 1413       1.215856040283e-10       1.907997219364e-12      -7.044661843605e-12       0.000000000000e+00 
 1414       1.216638574651e-10       1.886367386561e-12      -6.950896116749e-12       0.000000000000e+00 
 1415       1.217346961518e-10       1.865129796529e-12      -6.855893591175e-12       0.000000000000e+00 
 1416       1.217980696497e-10       1.844289789698e-12      -6.759694324788e-12       0.000000000000e+00 
 1417       1.218539273677e-10       1.823852728836e-12      -6.662338620642e-12       0.000000000000e+00 
 1418       1.219022185617e-10       1.803823999077e-12      -6.563867027383e-12       0.000000000000e+00 
 1419       1.219428923342e-10       1.784209007961e-12      -6.464320339693e-12       0.000000000000e+00 
 1420       1.219758976348e-10       1.765013185463e-12      -6.363739598728e-12       0.000000000000e+00 
 1421       1.220011832594e-10       1.746241984033e-12      -6.262166092567e-12       0.000000000000e+00 
 1422       1.220186978501e-10       1.727900878627e-12      -6.159641356649e-12       0.000000000000e+00 
 1423       1.220283898952e-10       1.709995366742e-12      -6.056207174218e-12       0.000000000000e+00 
 1424       1.220302077291e-10       1.692530968453e-12      -5.951905576766e-12       0.000000000000e+00 
 1425       1.220240995317e-10       1.675513226442e-12      -5.846778844475e-12       0.000000000000e+00 
 1426       1.220100133284e-10       1.658947706042e-12      -5.740869506657e-12       0.000000000000e+00 
 1427       1.219878969902e-10       1.642839995260e-12      -5.634220342204e-12       0.000000000000e+00 
 1428       1.219576982329e-10       1.627195704821e-12      -5.526874380020e-12       0.000000000000e+00 
 1429       1.219193646176e-10       1.612020468197e-12      -5.418874899472e-12       0.000000000000e+00 
 1430       1.218728435499e-10       1.597319941645e-12      -5.310265430829e-12       0.000000000000e+00 
 1431       1.218180822801e-10       1.583099804239e-12      -5.201089755706e-12       0.000000000000e+00 
 1432       1.217550279029e-10       1.569365757907e-12      -5.091391907505e-12       0.000000000000e+00 
 1433       1.216836273571e-10       1.556123527461e-12      -4.981216171859e-12       0.000000000000e+00 
 1434       1.216038274255e-10       1.543378860637e-12      -4.870607087071e-12       0.000000000000e+00 
 1435       1.215155747347e-10       1.531137528128e-12      -4.759609444564e-12       0.000000000000e+00 
 1436       1.214188157551e-10       1.519405323616e-12      -4.648268289316e-12       0.000000000000e+00 
 1437       1.213134968001e-10       1.508188063808e-12      -4.536628920306e-12       0.000000000000e+00 
 1438       1.211995640267e-10       1.497491588473e-12      -4.424736890957e-12       0.000000000000e+00 
 1439       1.210769634348e-10       1.487321760473e-12      -4.312638009576e-12       0.000000000000e+00 
 1440       1.209456408671e-10       1.477684465799e-12      -4.200378339799e-12       0.000000000000e+00 
 1441       1.208055622288e-10       1.468584219035e-12      -4.088002200201e-12       0.000000000000e+00 
 1442       1.206567743706e-10       1.460019964193e-12      -3.975546140015e-12       0.000000000000e+00 
 1443       1.204993448236e-10       1.451989231329e-12      -3.863044903152e-12       0.000000000000e+00 
 1444       1.203333416357e-10       1.444489527200e-12      -3.750533423812e-12       0.000000000000e+00 
 1445       1.201588333731e-10       1.437518335215e-12      -3.638046826808e-12       0.000000000000e+00 
 1446       1.199758891214e-10       1.431073115397e-12      -3.525620427898e-12       0.000000000000e+00 
 1447       1.197845784860e-10       1.425151304329e-12      -3.413289734109e-12       0.000000000000e+00 
 1448       1.195849715938e-10       1.419750315110e-12      -3.301090444063e-12       0.000000000000e+00 
 1449       1.193771390934e-10       1.414867537314e-12      -3.189058448308e-12       0.000000000000e+00 
 1450       1.191611521568e-10       1.410500336936e-12      -3.077229829641e-12       0.000000000000e+00 
 1451       1.189370824798e-10       1.406646056353e-12      -2.965640863436e-12       0.000000000000e+00 
 1452       1.187050022835e-10       1.403302014274e-12      -2.854328017973e-12       0.000000000000e+00 
 1453       1.184649843147e-10       1.400465505694e-12      -2.743327954763e-12       0.000000000000e+00 
 1454       1.182171018474e-10       1.398133801851e-12      -2.632677528875e-12       0.000000000000e+00 
 1455       1.179614286834e-10       1.396304150178e-12      -2.522413789264e-12       0.000000000000e+00 
 1456       1.176980391535e-10       1.394973774255e-12      -2.412573979099e-12       0.000000000000e+00 
 1457       1.174270081185e-10       1.394139873769e-12      -2.303195536087e-12       0.000000000000e+00 
 1458       1.171484109698e-10       1.393799624461e-12      -2.194316092801e-12       0.000000000000e+00 
 1459       1.168623236309e-10       1.393950178084e-12      -2.085973477009e-12       0.000000000000e+00 
 1460       1.165688225580e-10       1.394588662356e-12      -1.978205711999e-12       0.000000000000e+00 
 1461       1.162679847412e-10       1.395712180917e-12      -1.871051016908e-12       0.000000000000e+00 
 1462       1.159598877052e-10       1.397317813276e-12      -1.764547807045e-12       0.000000000000e+00 
 1463       1.156446095107e-10       1.399402614773e-12      -1.658734694224e-12       0.000000000000e+00 
 1464       1.153222287548e-10       1.401963616526e-12      -1.553650487084e-12       0.000000000000e+00 
 1465       1.149928245726e-10       1.404997825392e-12      -1.449334191423e-12       0.000000000000e+00 
 1466       1.146564766378e-10       1.408502223914e-12      -1.345825010519e-12       0.000000000000e+00 
 1467       1.143132651635e-10       1.412473770280e-12      -1.243162345462e-12       0.000000000000e+00 
 1468       1.139632709038e-10       1.416909398275e-12      -1.141385795477e-12       0.000000000000e+00 
 1469       1.136065751543e-10       1.421806017237e-12      -1.040535158254e-12       0.000000000000e+00 
 1470       1.132432597529e-10       1.427160512006e-12      -9.406504302733e-13       0.000000000000e+00 
 1471       1.128734070813e-10       1.432969742884e-12      -8.417718071317e-13       0.000000000000e+00 
 1472       1.124971000658e-10       1.439230545587e-12      -7.439396838724e-13       0.000000000000e+00 
 1473       1.121144221779e-10       1.445939731195e-12      -6.471946553097e-13       0.000000000000e+00 
 1474       1.117254574359e-10       1.453094086114e-12      -5.515775163567e-13       0.000000000000e+00 
 1475       1.113302904054e-10       1.460690372022e-12      -4.571292623524e-13       0.000000000000e+00 
 1476       1.109290062003e-10       1.468725325829e-12      -3.638910893883e-13       0.000000000000e+00 
 1477       1.105216904841e-10       1.477195659625e-12      -2.719043946361e-13       0.000000000000e+00 
 1478       1.101084294706e-10       1.486098060642e-12      -1.812107766738e-13       0.000000000000e+00 
 1479       1.096893099250e-10       1.495429191200e-12      -9.185203581367e-14       0.000000000000e+00 
 1480       1.092644262997e-10       1.505184959984e-12      -3.865396387948e-15       0.000000000000e+00 
 1481       1.088339022179e-10       1.515358328064e-12       8.273087870018e-14       0.000000000000e+00 
 1482       1.083978692044e-10       1.525941481102e-12       1.679232440408e-13       0.000000000000e+00 
 1483       1.079564595710e-10       1.536926555976e-12       2.516981065121e-13       0.000000000000e+00 
 1484       1.075098064183e-10       1.548305640699e-12       3.340418252143e-13       0.000000000000e+00 
 1485       1.070580436367e-10       1.560070774331e-12       4.149407114049e-13       0.000000000000e+00 
 1486       1.066013059080e-10       1.572213946891e-12       4.943810284329e-13       0.000000000000e+00 
 1487       1.061397287066e-10       1.584727099275e-12       5.723489916736e-13       0.000000000000e+00 
 1488       1.056734483010e-10       1.597602123169e-12       6.488307684628e-13       0.000000000000e+00 
 1489       1.052026017549e-10       1.610830860960e-12       7.238124780318e-13       0.000000000000e+00 
 1490       1.047273269290e-10       1.624405105656e-12       7.972801914417e-13       0.000000000000e+00 
 1491       1.042477624820e-10       1.638316600794e-12       8.692199315181e-13       0.000000000000e+00 
 1492       1.037640478722e-10       1.652557040358e-12       9.396176727856e-13       0.000000000000e+00 
 1493       1.032763233586e-10       1.667118068692e-12       1.008459341403e-12       0.000000000000e+00 
 1494       1.027847300026e-10       1.681991280414e-12       1.075730815095e-12       0.000000000000e+00 
 1495       1.022894096691e-10       1.697168220331e-12       1.141417923093e-12       0.000000000000e+00 
 1496       1.017905050280e-10       1.712640383351e-12       1.205506446063e-12       0.000000000000e+00 
 1497       1.012881595554e-10       1.728399214399e-12       1.267982116043e-12       0.000000000000e+00 
 1498       1.007825175352e-10       1.744436108332e-12       1.328830616378e-12       0.000000000000e+00 
 1499       1.002737240603e-10       1.760742409850e-12       1.388037581655e-12       0.000000000000e+00 
 1500       9.976192503423e-11       1.777309413412e-12       1.445588597634e-12       0.000000000000e+00 
 1501       9.924726717198e-11       1.794128363151e-12       1.501469201189e-12       0.000000000000e+00 
 1502       9.872989800189e-11       1.811190452786e-12       1.555664880236e-12       0.000000000000e+00 
 1503       9.820996586677e-11       1.828486825539e-12       1.608161073671e-12       0.000000000000e+00 
 1504       9.768761992531e-11       1.846008574045e-12       1.658943171305e-12       0.000000000000e+00 
 1505       9.716301015346e-11       1.863746740270e-12       1.707996513795e-12       0.000000000000e+00 
 1506       9.663628734578e-11       1.881692315423e-12       1.755306392585e-12       0.000000000000e+00 
 1507       9.610760311680e-11       1.899836239872e-12       1.800858049833e-12       0.000000000000e+00 
 1508       9.557710990241e-11       1.918169403055e-12       1.844636678351e-12       0.000000000000e+00 
 1509       9.504496096120e-11       1.936682643397e-12       1.886627421539e-12       0.000000000000e+00 
 1510       9.451131037586e-11       1.955366748223e-12       1.926815373315e-12       0.000000000000e+00 
 1511       9.397631305449e-11       1.974212453673e-12       1.965185578057e-12       0.000000000000e+00 
 1512       9.344012473202e-11       1.993210444612e-12       2.001723030531e-12       0.000000000000e+00 
 1513       9.290290197154e-11       2.012351354553e-12       2.036412675828e-12       0.000000000000e+00 
 1514       9.236480216571e-11       2.031625765560e-12       2.069239409302e-12       0.000000000000e+00 
 1515       9.182598353805e-11       2.051024208172e-12       2.100188076496e-12       0.000000000000e+00 
 1516       9.128660514440e-11       2.070537161309e-12       2.129243473086e-12       0.000000000000e+00 
 1517       9.074682687419e-11       2.090155052195e-12       2.156390344811e-12       0.000000000000e+00 
 1518       9.020680945189e-11       2.109868256261e-12       2.181613387407e-12       0.000000000000e+00 
 1519       8.966670650137e-11       2.129667357826e-12       2.204901843140e-12       0.000000000000e+00 
 1520       8.912664065282e-11       2.149543935012e-12       2.226263338957e-12       0.000000000000e+00 
 1521       8.858672720852e-11       2.169489782215e-12       2.245710181456e-12       0.000000000000e+00 
 1522       8.804708205979e-11       2.189496649956e-12       2.263254772560e-12       0.000000000000e+00 
 1523       8.750782168803e-11       2.209556244815e-12       2.278909609686e-12       0.000000000000e+00 
 1524       8.696906316559e-11       2.229660229352e-12       2.292687285920e-12       0.000000000000e+00 
 1525       8.643092415678e-11       2.249800222042e-12       2.304600490192e-12       0.000000000000e+00 
 1526       8.589352291881e-11       2.269967797198e-12       2.314662007446e-12       0.000000000000e+00 
 1527       8.535697830273e-11       2.290154484897e-12       2.322884718818e-12       0.000000000000e+00 
 1528       8.482140975438e-11       2.310351770914e-12       2.329281601803e-12       0.000000000000e+00 
 1529       8.428693731538e-11       2.330551096645e-12       2.333865730438e-12       0.000000000000e+00 
 1530       8.375368162404e-11       2.350743859034e-12       2.336650275464e-12       0.000000000000e+00 
 1531       8.322176391633e-11       2.370921410504e-12       2.337648504510e-12       0.000000000000e+00 
 1532       8.269130602685e-11       2.391075058884e-12       2.336873782260e-12       0.000000000000e+00 
 1533       8.216243038974e-11       2.411196067334e-12       2.334339570628e-12       0.000000000000e+00 
 1534       8.163526003969e-11       2.431275654274e-12       2.330059428932e-12       0.000000000000e+00 
 1535       8.110991861285e-11       2.451304993314e-12       2.324047014069e-12       0.000000000000e+00 
 1536       8.058653034779e-11       2.471275213178e-12       2.316316080685e-12       0.000000000000e+00 
 1537       8.006522008647e-11       2.491177397636e-12       2.306880481350e-12       0.000000000000e+00 
 1538       7.954611327518e-11       2.511002585425e-12       2.295754166733e-12       0.000000000000e+00 
 1539       7.902933596549e-11       2.530741770185e-12       2.282951185773e-12       0.000000000000e+00 
 1540       7.851501481521e-11       2.550385900380e-12       2.268485685855e-12       0.000000000000e+00 
 1541       7.800327708937e-11       2.569925879229e-12       2.252371912982e-12       0.000000000000e+00 
 1542       7.749425066110e-11       2.589352564633e-12       2.234624211948e-12       0.000000000000e+00 
 1543       7.698806401265e-11       2.608656769101e-12       2.215257026511e-12       0.000000000000e+00 
 1544       7.648484623635e-11       2.627829259681e-12       2.194284899570e-12       0.000000000000e+00 
 1545       7.598472703548e-11       2.646860757885e-12       2.171722473336e-12       0.000000000000e+00 
 1546       7.548783672532e-11       2.665741939618e-12       2.147584489502e-12       0.000000000000e+00 
 1547       7.499430623405e-11       2.684463435105e-12       2.121885789425e-12       0.000000000000e+00 
 1548       7.450426710371e-11       2.703015828817e-12       2.094641314291e-12       0.000000000000e+00 
 1549       7.401785149116e-11       2.721389659404e-12       2.065866105294e-12       0.000000000000e+00 
 1550       7.353519216903e-11       2.739575419618e-12       2.035575303805e-12       0.000000000000e+00 
 1551       7.305642252668e-11       2.757563556239e-12       2.003784151551e-12       0.000000000000e+00 
 1552       7.258167657114e-11       2.775344470010e-12       1.970507990783e-12       0.000000000000e+00 
 1553       7.211108892808e-11       2.792908515557e-12       1.935762264454e-12       0.000000000000e+00 
